"A1_S5";"A1_S6";"A2_S6";"A2_S7";"A3_S7";"A3_S8";"E1_S8";"E1_S9";"E1_SG_S15";"E2_S10";"E2_S9";"E2_SG_S16";"E3_SG_S17";"TP1a_S_S6";"TP1a_S14";"TP1a_S16";"TP1b_S_S7";"TP1b_S15";"TP1b_S17";"TP1c_S_S10";"TP2a_S_S8";"TP2a_S16";"TP2a_S18";"TP2b_S_S9";"TP2b_S17";"TP2b_S19";"TP2c_S_S11";"W1_S10";"W1_S11";"W1_SG_S12";"W2_S11";"W2_S13";"W2_SG_S13";"W3_SG_S14";"WA3_S12";"WA3_S14";"WE_S13";"WE_S15";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"13";"10";"0";"0";"5";"0";"1";"7";"65";"0";"0";"7";"0";"0";"6";"0";"1";"4";"0";"1";"2";"1";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Robiginitalea";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Robiginitalea"
"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"2";"0";"4";"1";"0";"0";"33";"0";"0";"50";"26";"0";"0";"0";"0";"0";"1";"0";"0";"7";"0";"0";"4";"4";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Coprococcus";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Coprococcus_3"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"2";"32";"0";"0";"70";"24";"0";"0";"0";"3";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_I";"Clade_Ib";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"SAR11_clade";"Clade_I";"Clade_Ib"
"61";"70";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Lewinella"
"53";"80";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"19";"41";"21";"46";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"4";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"15";"24";"16";"13";"16";"24";"0";"0";"7";"0";"0";"6";"1";"0";"0";"0";"1";"0";"1";"0";"6";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Portibacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";"Portibacter"
"2";"1";"1";"0";"0";"3";"0";"2";"0";"0";"0";"1";"0";"5";"1";"2";"28";"1";"2";"24";"1";"0";"2";"32";"0";"5";"2";"4";"9";"0";"2";"4";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Planktotalea";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Planktotalea"
"0";"0";"0";"0";"0";"0";"0";"3";"3";"37";"48";"0";"0";"7";"0";"0";"2";"1";"0";"0";"4";"0";"7";"5";"0";"2";"8";"3";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"0";"0";"9";"0";"0";"0";"4";"1";"0";"9";"2";"6";"2";"0";"0";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"41";"24";"2";"0";"2";"2";"0";"1";"34";"1";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"11";"0";"0";"0";"68";"0";"0";"1";"20";"0";"0";"3";"0";"0";"4";"0";"0";"1";"0";"0";"0";"24";"0";"0";"0";"0";"Archaea";"Crenarchaeota";"Bathyarchaeia";NA;NA;NA;"Archaea";"Crenarchaeota";"Bathyarchaeia";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"2";"5";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";NA;NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"91";"34";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"2";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"3";"14";"4";"0";"0";"20";"1";"0";"29";"13";"1";"3";"8";"0";"0";"11";"2";"0";"17";"0";"0";"4";"3";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Negativicutes";"Veillonellales-Selenomonadales";"Veillonellaceae";"Veillonella";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Veillonella"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"0";"0";"26";"0";"3";"30";"0";"0";"21";"2";"0";"0";"12";"0";"0";"3";"3";"9";"13";"1";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"10";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"112";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Roseibacillus";"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Roseibacillus"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"67";"2";"9";"15";"0";"0";"0";"0";"0";"0";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Rubritalea";"Bacteria";"Verrucomicrobia";"Verrucomicrobiae";"Verrucomicrobiales";"Rubritaleaceae";"Rubritalea"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"23";"11";"6";"12";"19";"8";"0";"0";"15";"28";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Thalassobaculales";"Nisaeaceae";"OM75_clade";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Thalassobaculales";"Nisaeaceae";"OM75_clade"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"14";"20";"11";"15";"34";"11";"0";"0";"10";"14";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"S25-593";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"S25-593";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3";"37";"5";"8";"42";"28";"0";"0";"2";"5";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Actinomarinales";"Actinomarinaceae";"Candidatus_Actinomarina";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Actinomarinales";"Actinomarinaceae";"Candidatus_Actinomarina"
"45";"50";"10";"16";"5";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"15";"21";"1";"3";"25";"50";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"1";"0";"0";"0";"9";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Limnotrichales";"Limnotrichaceae";"Limnothrix";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Limnotrichales";"Limnotrichaceae";"Limnothrix"
"4";"1";"4";"2";"0";"1";"0";"0";"0";"0";"0";"17";"0";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"37-13";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"37-13";NA
"3";"6";"6";"6";"3";"2";"0";"0";"7";"0";"0";"15";"0";"15";"0";"3";"3";"16";"19";"6";"1";"0";"1";"12";"2";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Chloroflexi";"Anaerolineae";"SBR1031";"A4b";NA;"Bacteria";"Chloroflexi";"Anaerolineae";"SBR1031";"A4b";NA
"3";"7";"1";"2";"2";"0";"0";"5";"0";"22";"9";"0";"0";"0";"1";"4";"0";"3";"6";"0";"0";"0";"19";"0";"0";"3";"0";"13";"22";"0";"2";"5";"0";"0";"2";"1";"1";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium-Methylorubrum";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium"
"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"0";"1";"3";"0";"3";"15";"0";"0";"3";"25";"5";"11";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Defluviicoccales";NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"2";"1";"3";"3";"0";"1";"0";"0";"22";"0";"0";"10";"17";"2";"0";"0";"5";"2";"2";"7";"24";"4";"17";"8";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Planctomycetota";"Planctomycetes";"Pirellulales";"Pirellulaceae";"Pir4_lineage";"Bacteria";"Planctomycetes";"Planctomycetacia";"Pirellulales";"Pirellulaceae";"Pir4_lineage"
"0";"1";"3";"2";"1";"2";"0";"0";"0";"0";"0";"0";"0";"2";"11";"12";"5";"18";"28";"1";"1";"1";"1";"40";"0";"0";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";"Marinicaulis";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Parvularculaceae";NA
"0";"0";"0";"1";"0";"0";"0";"0";"1";"4";"9";"2";"1";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"3";"20";"30";"6";"15";"26";"4";"2";"0";"0";"1";"4";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";"Salinirepens";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Crocinitomicaceae";"Salinirepens"
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"27";"0";"5";"0";"0";"10";"0";"0";"20";"13";"0";"0";"53";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"2";"4";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"1";"0";"0";"8";"9";"11";"10";"11";"24";"18";"1";"0";"0";"1";"1";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Chloroplast";NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"6";"0";"0";"3";"19";"30";"0";"21";"47";"1";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Micavibrionales";"Micavibrionaceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Micavibrionales";"Micavibrionaceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"16";"0";"0";"5";"0";"1";"2";"0";"0";"0";"5";"0";"0";"99";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Maribacter";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Maribacter"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"3";"0";"0";"25";"0";"0";"80";"8";"0";"0";"1";"0";"0";"3";"0";"0";"6";"0";"0";"1";"1";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Chloroplast";NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"54";"0";"0";"55";"13";"0";"0";"3";"6";"Archaea";"Thermoplasmatota";"Thermoplasmata";"Marine_Group_II";NA;NA;"Archaea";"Euryarchaeota";"Thermoplasmata";"Marine_Group_II";NA;NA
"3";"8";"1";"2";"3";"6";"0";"2";"15";"2";"0";"0";"2";"5";"0";"0";"4";"3";"4";"5";"0";"0";"0";"2";"0";"1";"1";"5";"8";"1";"14";"34";"0";"0";"0";"0";"0";"1";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Candidatus_Megaira";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Candidatus_Megaira"
"0";"0";"1";"0";"0";"0";"1";"1";"2";"1";"3";"9";"2";"21";"0";"0";"13";"3";"9";"2";"9";"0";"1";"26";"2";"9";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"KI89A_clade";NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"KI89A_clade";NA;NA
"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"2";"4";"28";"0";"0";"16";"1";"0";"0";"71";"0";"0";"0";"1";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"1";"0";"56";"56";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Reichenbachiella";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Cyclobacteriaceae";"Reichenbachiella"
"0";"0";"0";"0";"0";"0";"0";"0";"4";"16";"15";"0";"1";"13";"0";"0";"6";"0";"0";"0";"1";"0";"0";"5";"0";"0";"7";"8";"12";"0";"13";"27";"3";"0";"0";"0";"1";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"14";"0";"0";"0";"22";"0";"0";"48";"42";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Coprococcus";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Coprococcus_2"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"30";"66";"0";"10";"19";"2";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Thiothrix";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Thiotrichales";"Thiotrichaceae";"Thiothrix"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"30";"1";"1";"55";"39";"0";"0";"3";"2";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"OM60(NOR5)_clade";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"OM60(NOR5)_clade"
"43";"87";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Marinobacteraceae";"Marinobacter";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Alteromonadales";"Marinobacteraceae";"Marinobacter"
"18";"28";"18";"24";"17";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Archaea";"Nanoarchaeota";"Nanoarchaeia";"Woesearchaeales";NA;NA;"Archaea";"Nanoarchaeaeota";"Woesearchaeia";NA;NA;NA
"6";"3";"0";"1";"2";"2";"1";"4";"3";"13";"18";"1";"0";"0";"1";"1";"0";"2";"7";"0";"2";"1";"5";"1";"0";"3";"0";"11";"13";"0";"6";"17";"0";"0";"0";"4";"3";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Chloroplast";NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";NA;NA
"4";"7";"2";"2";"0";"0";"0";"0";"57";"1";"1";"4";"3";"0";"0";"0";"2";"13";"20";"2";"4";"0";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"3";"6";"1";"1";"0";"1";"0";"0";"3";"0";"0";"8";"0";"1";"1";"5";"1";"19";"39";"1";"5";"2";"15";"2";"1";"4";"1";"2";"2";"1";"1";"4";"1";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Pseudohongiellaceae";"Pseudohongiella";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Pseudohongiellaceae";"Pseudohongiella"
"1";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"9";"6";"12";"0";"0";"5";"13";"21";"9";"1";"1";"15";"1";"9";"23";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";"Sva0996_marine_group";"Bacteria";"Actinobacteria";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";NA
"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"36";"0";"2";"50";"16";"0";"1";"1";"0";"0";"5";"0";"0";"3";"0";"0";"5";"3";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Agathobacter";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Agathobacter"
"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"7";"13";"0";"35";"67";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Eel-36e1D6";NA;"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Eel-36e1D6";NA
"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"20";"0";"32";"0";"0";"11";"0";"6";"10";"3";"0";"0";"19";"0";"0";"8";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"2";"4";"0";"0";"0";"22";"0";"0";"47";"43";"0";"0";"1";"0";"0";"1";"0";"0";"6";"0";"0";"0";"2";"0";"0";"0";"0";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Roseburia"
"0";"0";"0";"0";"0";"0";"0";"0";"1";"4";"4";"4";"0";"18";"1";"2";"2";"0";"0";"34";"5";"0";"0";"14";"0";"0";"34";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Chloroplast";NA;NA;"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"27";"0";"0";"102";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Xenococcaceae";"Pleurocapsa_PCC-7319";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Nostocales";"Xenococcaceae";"Pleurocapsa_PCC-7319"
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"10";"0";"36";"46";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"1";"1";"56";"22";"0";"0";"0";"1";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"SAR86_clade";NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";"SAR86_clade";NA;NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"59";"40";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Formosa";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Formosa"
"0";"2";"53";"68";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA;"Bacteria";"Proteobacteria";"Gammaproteobacteria";NA;NA;NA
"0";"0";"0";"0";"0";"0";"1";"5";"3";"0";"0";"0";"0";"25";"0";"1";"14";"7";"7";"2";"2";"0";"1";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA;"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"4";"0";"0";"0";"1";"2";"1";"9";"0";"0";"0";"84";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bacteria";"Chloroflexi";"Anaerolineae";"Ardenticatenales";"Ardenticatenaceae";NA;"Bacteria";"Chloroflexi";"Anaerolineae";"Ardenticatenales";"Ardenticatenaceae";NA
